Date,Time,Temperature,Humidity
20/02/2025,23:22:01,41,30.5
20/02/2025,23:22:14,47,29.0
20/02/2025,23:22:21,50,27.3
20/02/2025,23:22:36,49,30.5
20/02/2025,23:22:44,46,32.7
20/02/2025,23:22:56,46,28.2
20/02/2025,23:23:11,43,27.5
20/02/2025,23:23:21,40,25.7
20/02/2025,23:23:28,45,29.7
20/02/2025,23:23:36,44,27.7
20/02/2025,23:23:49,49,28.4
20/02/2025,23:24:00,40,28.0
20/02/2025,23:24:10,47,29.9
20/02/2025,23:24:15,45,33.0
20/02/2025,23:24:21,45,26.4
20/02/2025,23:24:29,41,29.2
20/02/2025,23:24:36,43,33.2
20/02/2025,23:24:44,41,25.1
20/02/2025,23:24:50,40,28.0
20/02/2025,23:24:58,49,34.4
20/02/2025,23:25:13,42,34.4
20/02/2025,23:25:27,42,34.7
20/02/2025,23:25:40,47,30.8
20/02/2025,23:25:54,50,29.6
20/02/2025,23:26:00,47,29.6
20/02/2025,23:26:12,48,31.3
20/02/2025,23:26:19,47,33.0
20/02/2025,23:26:27,42,29.5
20/02/2025,23:26:42,47,27.6
20/02/2025,23:26:57,50,27.7
20/02/2025,23:27:11,43,31.3
20/02/2025,23:27:17,48,29.3
20/02/2025,23:27:27,41,29.4
20/02/2025,23:27:41,43,25.4
20/02/2025,23:27:47,40,32.0
20/02/2025,23:28:02,41,27.2
20/02/2025,23:28:13,49,29.4
20/02/2025,23:28:27,41,25.8
20/02/2025,23:28:36,43,29.1
20/02/2025,23:28:45,41,30.3
20/02/2025,23:28:50,50,33.8
20/02/2025,23:29:03,42,33.9
20/02/2025,23:29:08,50,33.5
20/02/2025,23:29:14,50,34.6
20/02/2025,23:29:20,50,34.1
20/02/2025,23:29:32,40,33.2
20/02/2025,23:29:44,40,26.0
20/02/2025,23:29:54,44,34.8
20/02/2025,23:30:08,50,34.1
20/02/2025,23:30:13,47,33.9
20/02/2025,23:30:18,40,33.4
20/02/2025,23:30:32,50,29.0
20/02/2025,23:30:43,41,32.2
20/02/2025,23:30:48,47,27.8
20/02/2025,23:30:53,44,32.3
20/02/2025,23:30:58,43,25.0
20/02/2025,23:31:07,47,29.7
20/02/2025,23:31:21,50,34.6
20/02/2025,23:31:30,46,30.8
20/02/2025,23:31:39,44,30.5
20/02/2025,23:31:45,42,29.3
20/02/2025,23:31:59,47,32.6
20/02/2025,23:32:10,45,26.1
20/02/2025,23:32:19,48,27.4
20/02/2025,23:32:30,45,27.8
20/02/2025,23:32:36,43,28.9
20/02/2025,23:32:45,48,31.8
20/02/2025,23:32:54,46,27.2
20/02/2025,23:33:04,45,28.6
20/02/2025,23:33:11,47,28.6
20/02/2025,23:33:16,45,34.0
20/02/2025,23:33:27,49,26.2
20/02/2025,23:33:32,49,30.2
20/02/2025,23:33:40,48,34.6
20/02/2025,23:33:50,46,34.0
20/02/2025,23:33:56,50,28.3
20/02/2025,23:34:01,44,31.2
20/02/2025,23:34:15,44,25.5
20/02/2025,23:34:30,44,26.2
20/02/2025,23:34:36,50,33.6
20/02/2025,23:34:48,50,26.2
20/02/2025,23:35:01,44,33.7
20/02/2025,23:35:07,40,30.0
20/02/2025,23:35:19,42,29.3
20/02/2025,23:35:29,44,30.3
20/02/2025,23:35:36,43,34.9
20/02/2025,23:35:49,42,34.8
20/02/2025,23:36:01,46,26.0
20/02/2025,23:36:14,42,26.3
20/02/2025,23:36:23,42,30.2
20/02/2025,23:36:38,44,30.5
20/02/2025,23:36:43,42,31.4
20/02/2025,23:36:51,43,25.3
20/02/2025,23:37:06,49,35.0
20/02/2025,23:37:11,47,33.6
20/02/2025,23:37:17,41,34.4
20/02/2025,23:37:24,42,30.5
20/02/2025,23:37:31,44,29.4
20/02/2025,23:37:44,43,30.3
20/02/2025,23:37:49,48,27.0
20/02/2025,23:38:04,48,33.0
20/02/2025,23:38:18,42,26.2
20/02/2025,23:38:25,45,25.0
20/02/2025,23:38:32,41,27.9
20/02/2025,23:38:45,44,28.2
20/02/2025,23:38:52,46,32.2
20/02/2025,23:39:04,47,29.9
20/02/2025,23:39:15,42,30.3
20/02/2025,23:39:30,48,27.3
20/02/2025,23:39:36,45,32.5
20/02/2025,23:39:45,40,27.2
20/02/2025,23:39:50,48,29.7
20/02/2025,23:40:04,44,26.9
20/02/2025,23:40:12,43,29.6
20/02/2025,23:40:27,50,29.1
20/02/2025,23:40:38,48,34.3
20/02/2025,23:40:48,42,25.4
20/02/2025,23:41:01,44,28.8
20/02/2025,23:41:06,43,28.3
20/02/2025,23:41:21,48,29.8
20/02/2025,23:41:34,44,30.8
20/02/2025,23:41:44,49,29.4
20/02/2025,23:41:58,50,26.8
20/02/2025,23:42:10,40,27.3
20/02/2025,23:42:19,50,30.8
20/02/2025,23:42:33,43,26.6
20/02/2025,23:42:46,48,32.3
20/02/2025,23:42:51,41,28.5
20/02/2025,23:43:02,43,30.0
20/02/2025,23:43:07,44,33.2
20/02/2025,23:43:17,40,26.7
20/02/2025,23:43:25,43,26.8
20/02/2025,23:43:37,46,27.5
20/02/2025,23:43:43,50,31.4
20/02/2025,23:43:58,41,25.4
20/02/2025,23:44:06,48,25.9
20/02/2025,23:44:17,48,32.0
20/02/2025,23:44:28,42,34.9
20/02/2025,23:44:41,47,32.3
20/02/2025,23:44:55,48,29.1
20/02/2025,23:45:03,46,31.0
20/02/2025,23:45:09,49,27.0
20/02/2025,23:45:21,40,31.3
20/02/2025,23:45:26,50,28.0
20/02/2025,23:45:39,50,28.8
20/02/2025,23:45:51,47,29.7
20/02/2025,23:46:00,42,29.8
20/02/2025,23:46:07,49,34.5
20/02/2025,23:46:20,48,33.0
20/02/2025,23:46:28,47,27.6
20/02/2025,23:46:37,40,31.0
20/02/2025,23:46:46,43,29.5
20/02/2025,23:46:52,45,32.9
20/02/2025,23:46:57,41,33.9
20/02/2025,23:47:10,41,27.9
20/02/2025,23:47:19,48,28.9
20/02/2025,23:47:28,50,34.7
20/02/2025,23:47:35,48,32.0
20/02/2025,23:47:50,41,33.8
20/02/2025,23:48:01,48,27.6
20/02/2025,23:48:13,40,25.3
20/02/2025,23:48:28,50,33.0
20/02/2025,23:48:40,50,32.7
20/02/2025,23:48:46,50,33.7
20/02/2025,23:48:54,50,35.0
20/02/2025,23:49:01,50,30.9
20/02/2025,23:49:14,42,26.3
20/02/2025,23:49:25,47,29.2
20/02/2025,23:49:30,45,31.4
20/02/2025,23:49:41,43,27.7
20/02/2025,23:49:54,44,25.4
20/02/2025,23:50:09,48,35.0
20/02/2025,23:50:16,42,27.5
20/02/2025,23:50:28,42,34.7
20/02/2025,23:50:43,50,32.7
20/02/2025,23:50:48,40,32.5
20/02/2025,23:50:53,47,31.8
20/02/2025,23:51:06,48,27.1
20/02/2025,23:51:15,46,31.0
20/02/2025,23:51:24,41,33.7
20/02/2025,23:51:35,42,28.5
20/02/2025,23:51:41,40,26.4
20/02/2025,23:51:53,48,33.1
20/02/2025,23:51:58,42,26.1
20/02/2025,23:52:09,43,31.8
20/02/2025,23:52:24,43,32.9
20/02/2025,23:52:34,49,29.5
20/02/2025,23:52:43,50,29.3
20/02/2025,23:52:48,45,28.0
20/02/2025,23:53:01,42,27.7
20/02/2025,23:53:07,49,31.6
20/02/2025,23:53:19,44,32.9
20/02/2025,23:53:25,44,32.1
20/02/2025,23:53:30,43,33.0
20/02/2025,23:53:35,45,27.9
20/02/2025,23:53:42,45,25.2
20/02/2025,23:53:52,45,33.1
20/02/2025,23:54:03,48,30.4
20/02/2025,23:54:12,41,26.9
20/02/2025,23:54:26,45,27.0
20/02/2025,23:54:36,45,32.4
20/02/2025,23:54:50,45,26.2
20/02/2025,23:54:57,45,29.5
20/02/2025,23:55:07,46,34.7
20/02/2025,23:55:20,48,27.0
20/02/2025,23:55:29,41,33.0
20/02/2025,23:55:39,50,34.8
20/02/2025,23:55:46,46,34.4
20/02/2025,23:55:54,40,27.6
20/02/2025,23:56:08,44,31.2
20/02/2025,23:56:21,46,27.5
20/02/2025,23:56:27,43,26.4
20/02/2025,23:56:34,42,27.7
20/02/2025,23:56:41,45,26.7
20/02/2025,23:56:51,49,30.2
20/02/2025,23:57:03,50,25.5
20/02/2025,23:57:12,48,25.3
20/02/2025,23:57:22,49,31.4
20/02/2025,23:57:31,44,26.3
20/02/2025,23:57:46,45,34.9
20/02/2025,23:57:56,48,25.3
20/02/2025,23:58:10,40,29.1
20/02/2025,23:58:22,44,29.5
20/02/2025,23:58:34,41,26.4
20/02/2025,23:58:44,41,32.8
20/02/2025,23:58:59,47,28.9
20/02/2025,23:59:11,41,26.9
20/02/2025,23:59:16,49,26.6
20/02/2025,23:59:25,46,30.4
20/02/2025,23:59:36,48,27.1
20/02/2025,23:59:44,45,35.0
20/02/2025,23:59:54,47,28.8
21/02/2025,00:00:06,41,26.3
21/02/2025,00:00:17,47,29.2
21/02/2025,00:00:30,46,30.3
21/02/2025,00:00:45,40,25.0
21/02/2025,00:00:59,46,27.7
21/02/2025,00:01:08,45,32.0
21/02/2025,00:01:23,47,32.8
21/02/2025,00:01:28,47,32.5
21/02/2025,00:01:38,40,26.6
21/02/2025,00:01:52,41,27.4
21/02/2025,00:02:03,47,27.0
21/02/2025,00:02:12,42,34.1
21/02/2025,00:02:18,45,30.5
21/02/2025,00:02:30,46,31.8
21/02/2025,00:02:43,45,35.0
21/02/2025,00:02:57,46,33.6
21/02/2025,00:03:06,43,32.6
21/02/2025,00:03:11,46,27.5
21/02/2025,00:03:26,40,33.1
21/02/2025,00:03:36,40,30.7
21/02/2025,00:03:44,41,27.0
21/02/2025,00:03:56,46,28.6
21/02/2025,00:04:06,47,28.5
21/02/2025,00:04:12,44,26.8
21/02/2025,00:04:24,45,33.7
21/02/2025,00:04:35,43,30.8
21/02/2025,00:04:46,44,32.2
21/02/2025,00:05:01,45,31.6
21/02/2025,00:05:09,48,30.9
21/02/2025,00:05:24,43,28.6
21/02/2025,00:05:36,50,30.7
21/02/2025,00:05:44,45,30.2
21/02/2025,00:05:54,46,32.9
21/02/2025,00:05:59,45,31.1
21/02/2025,00:06:04,48,32.3
21/02/2025,00:06:12,49,33.7
21/02/2025,00:06:19,42,27.8
21/02/2025,00:06:27,48,25.8
21/02/2025,00:06:37,46,34.6
21/02/2025,00:06:48,47,29.0
21/02/2025,00:06:59,48,29.7
21/02/2025,00:07:06,44,25.5
21/02/2025,00:07:11,49,30.5
21/02/2025,00:07:25,40,32.8
21/02/2025,00:07:40,45,32.4
21/02/2025,00:07:55,42,31.6
21/02/2025,00:08:05,41,33.2
21/02/2025,00:08:12,45,26.7
21/02/2025,00:08:23,47,32.9
21/02/2025,00:08:35,47,30.7
21/02/2025,00:08:43,48,34.9
21/02/2025,00:08:53,43,25.9
21/02/2025,00:08:58,44,27.3
21/02/2025,00:09:07,42,27.8
21/02/2025,00:09:17,43,26.6
21/02/2025,00:09:29,45,26.7
21/02/2025,00:09:34,40,25.3
21/02/2025,00:09:48,40,25.4
21/02/2025,00:10:00,40,30.5
21/02/2025,00:10:08,46,30.4
21/02/2025,00:10:13,41,34.0
21/02/2025,00:10:21,43,33.2
21/02/2025,00:10:31,40,33.2
21/02/2025,00:10:46,50,26.6
21/02/2025,00:10:58,40,34.4
21/02/2025,00:11:12,45,26.7
21/02/2025,00:11:19,42,25.4
21/02/2025,00:11:30,43,27.6
21/02/2025,00:11:43,40,29.0
21/02/2025,00:11:50,44,34.6
21/02/2025,00:12:03,44,34.6
21/02/2025,00:12:18,43,28.5
21/02/2025,00:12:26,45,25.7
21/02/2025,00:12:31,41,34.3
21/02/2025,00:12:45,45,29.7
21/02/2025,00:12:57,48,30.6
21/02/2025,00:13:09,45,25.9
21/02/2025,00:13:20,48,34.7
21/02/2025,00:13:30,45,26.6
21/02/2025,00:13:40,48,34.3
21/02/2025,00:13:46,40,28.1
21/02/2025,00:13:59,48,27.5
21/02/2025,00:14:08,46,25.3
21/02/2025,00:14:15,47,31.4
21/02/2025,00:14:22,50,30.1
21/02/2025,00:14:37,40,26.5
21/02/2025,00:14:44,47,25.7
21/02/2025,00:14:56,48,29.5
21/02/2025,00:15:08,42,27.3
21/02/2025,00:15:15,49,32.5
21/02/2025,00:15:28,41,27.2
21/02/2025,00:15:41,49,30.1
21/02/2025,00:15:55,41,32.2
21/02/2025,00:16:00,42,31.0
21/02/2025,00:16:08,48,26.6
21/02/2025,00:16:21,44,33.8
21/02/2025,00:16:26,43,26.1
21/02/2025,00:16:33,44,32.4
21/02/2025,00:16:47,45,30.3
21/02/2025,00:16:53,42,32.5
21/02/2025,00:17:01,50,33.3
21/02/2025,00:17:15,49,25.6
21/02/2025,00:17:21,42,34.8
21/02/2025,00:17:31,49,31.9
21/02/2025,00:17:43,42,28.2
21/02/2025,00:17:50,43,27.5
21/02/2025,00:18:02,40,26.9
21/02/2025,00:18:07,50,27.8
21/02/2025,00:18:20,47,34.4
21/02/2025,00:18:33,41,26.0
21/02/2025,00:18:48,44,31.3
21/02/2025,00:19:00,49,26.2
21/02/2025,00:19:10,45,29.5
21/02/2025,00:19:15,40,28.1
21/02/2025,00:19:30,44,31.2
21/02/2025,00:19:44,43,25.7
21/02/2025,00:19:57,41,30.5
21/02/2025,00:20:03,49,32.9
21/02/2025,00:20:10,43,26.5
21/02/2025,00:20:22,40,32.1
21/02/2025,00:20:33,50,28.7
21/02/2025,00:20:48,43,25.5
21/02/2025,00:21:01,48,33.5
21/02/2025,00:21:08,45,32.5
21/02/2025,00:21:16,44,27.0
21/02/2025,00:21:26,40,34.1
21/02/2025,00:21:38,45,29.8
21/02/2025,00:21:43,44,32.3
21/02/2025,00:21:57,44,26.8
21/02/2025,00:22:12,40,26.9
21/02/2025,00:22:25,43,27.2
21/02/2025,00:22:40,50,33.5
21/02/2025,00:22:55,43,34.5
21/02/2025,00:23:07,46,32.5
21/02/2025,00:23:21,48,34.9
21/02/2025,00:23:27,40,33.9
21/02/2025,00:23:37,43,27.4
21/02/2025,00:23:52,40,26.7
21/02/2025,00:24:07,46,26.0
21/02/2025,00:24:13,44,31.7
21/02/2025,00:24:23,45,27.6
21/02/2025,00:24:30,42,25.4
21/02/2025,00:24:43,47,32.0
21/02/2025,00:24:56,43,33.7
21/02/2025,00:25:08,48,34.9
21/02/2025,00:25:22,43,32.3
21/02/2025,00:25:31,44,30.1
21/02/2025,00:25:46,42,29.7
21/02/2025,00:25:51,46,25.9
21/02/2025,00:26:06,47,32.1
21/02/2025,00:26:18,42,28.1
21/02/2025,00:26:25,48,30.5
21/02/2025,00:26:37,48,33.9
21/02/2025,00:26:44,44,34.0
21/02/2025,00:26:50,42,31.5
21/02/2025,00:27:00,48,30.5
21/02/2025,00:27:13,41,27.0
21/02/2025,00:27:27,41,33.1
21/02/2025,00:27:40,48,31.5
21/02/2025,00:27:51,49,31.7
21/02/2025,00:28:04,41,26.9
21/02/2025,00:28:18,45,33.0
21/02/2025,00:28:29,43,31.4
21/02/2025,00:28:38,48,26.6
21/02/2025,00:28:47,43,31.0
21/02/2025,00:28:59,45,26.0
21/02/2025,00:29:07,47,27.8
21/02/2025,00:29:12,42,34.9
21/02/2025,00:29:27,45,35.0
21/02/2025,00:29:41,41,28.4
21/02/2025,00:29:48,40,34.3
21/02/2025,00:30:01,41,26.5
21/02/2025,00:30:14,41,27.7
21/02/2025,00:30:29,41,29.3
21/02/2025,00:30:40,43,32.9
21/02/2025,00:30:49,47,32.3
21/02/2025,00:31:01,46,28.6
21/02/2025,00:31:10,48,28.7
21/02/2025,00:31:17,46,27.0
21/02/2025,00:31:32,45,25.1
21/02/2025,00:31:46,48,34.0
21/02/2025,00:31:54,41,34.7
21/02/2025,00:32:03,46,30.0
21/02/2025,00:32:15,44,31.2
21/02/2025,00:32:20,42,26.1
21/02/2025,00:32:33,46,33.7
21/02/2025,00:32:38,42,32.9
21/02/2025,00:32:50,40,30.4
21/02/2025,00:32:58,45,32.8
21/02/2025,00:33:13,48,26.1
21/02/2025,00:33:28,48,34.6
21/02/2025,00:33:36,46,30.3
21/02/2025,00:33:42,47,34.4
21/02/2025,00:33:48,49,33.6
21/02/2025,00:33:59,50,26.6
21/02/2025,00:34:08,44,30.3
